"Artist","Classifications","Color","Franchise","Image","Cost","Inkable","Name","Type","Lore","Rarity","Flavor_Text","Body_Text","Willpower","Strength","prints","Abilities","Card_Variants","Move_Cost"
"Matt Chapman","Storyborn, Ally","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/156_3a643876deb8cd4f0b8311fa4f2b61f12507d453.jpg",1,true,"Olaf - Recapping the Story","Character",1,"Common","""It began with two sisters. One born with magical
powers, and one born powerless. Their love of
snowmen, infinite.""","ENDLESS TALE: When you play this character,
chosen opposing character gets -1 {s} this turn.",1,2,"[""ROJ-156""]",,,
"Samanta Erdini","Storyborn, Hero, Queen","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/157_d78685317d1d1413d89b102f2117712f66e9cd30.jpg",3,true,"Anna - Trusting Sister","Character",2,"Common",,"WE CAN DO THIS TOGETHER: When you play this
character, if you have a character named Elsa in
play, you may put the top card of your deck into
your inkwell facedown and exerted.",2,2,"[""ROJ-157""]",,,
"Jules Dubost","Storyborn, Hero, Inventor","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/158_638d512ab37245c8830820cfd3e5150eecea3198.jpg",5,true,"Wasabi - Always Prepared","Character",2,"Common","""Okay, so the plan is 'leave Wasabi to watch our
backs while we steal the crown.’ Good to know.""","Support (Whenever this character quests, you
may add their {s} to another chosen character's
{s} this turn.)",5,3,"[""ROJ-158""]",,,
"Jennifer Wu","Storyborn, Hero, Inventor","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/159_4c5f86758420395230649620bd2b2d7ffd4625ba.jpg",2,true,"Go Go Tomago - Mechanical Engineer","Character",1,"Common","""Check it out! This 'ink’ offers so many possibilities.""","NEED THIS!: When you play a Floodborn character
on this card, you may put the top card of your
deck into your inkwell facedown and exerted.",3,1,"[""ROJ-159""]",,,
"Giulia Riva","Storyborn, Ally","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/160_100410aca309eb1b9cb8f6460eb617dbd00e79f0.jpg",4,true,"The Wardrobe - Perceptive Friend","Character",1,"Common","""Time to try something new, dear.""","I HAVE JUST THE THING! {e}, Choose and discard
an item card - Draw 2 cards.",4,3,"[""ROJ-160""]",,,
"Julie Vu","Storyborn, Ally","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/161_bfdbb85fe9431bf65a3dd636cd355e9979923fee.jpg",3,true,"Mrs. Potts - Head Housekeeper","Character",1,"Common","""Now, don't fret over the mess, love. We'll have
everything shipshape in no time.""","CLEAN UP: {e}, Banish one of your items - Draw a card.",4,2,"[""ROJ-161""]",,,
"Joseph Buenning","Storyborn, Hero, Princess","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/162_eeb1a4ef233fc727285d6901965a9eba4571fc27.jpg",1,true,"Jasmine - Resourceful Infiltrator","Character",1,"Common",,"JUST WHAT YOU NEED: When you play this
character, you may give another chosen character
Resist +1 until the start of your next turn.
(Damage dealt to them is reduced by 1.)",2,1,"[""ROJ-162""]",,,
"Andrea Parisi","Storyborn, Ally","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/163_4249667070bf948b626a4a76962ae4877fe4f082.jpg",1,true,"Little Sister - Responsible Rabbit","Character",1,"Common","As Skippy's older sister, she's had lots of
experience putting things back together.","LET ME HELP: When you play this character,
you may remove up to 1 damage from chosen
character.",2,1,"[""ROJ-163""]",,,
"Lisanne Koeteeuw","Storyborn, Ally","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/164_4434441b88c2b1217d99ddc69b63e9f9fd7eceda.jpg",2,true,"Adelaide Bonfamille - Patron of the Arts","Character",1,"Common","""Beautiful music can ennoble one's spirit, no
matter how dire things seem.""",,3,2,"[""ROJ-164""]",,,
"Alex Accorsi","Storyborn, Hero","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/165_d685d6c6821424eeb1b6b9d8fd7f731af4eccf24.jpg",4,true,"Nani - Heist Mastermind","Character",1,"Rare",,"STICK TO THE PLAN: {e} - Another chosen character
gains Resist +2 this turn. (Damage dealt to them is
reduced by 2.)
IT'S UP TO YOU, LILO Your characters named Lilo gain
Support. (Whenever they quest, you may add their {s}
to another chosen character's {s} this turn.)",3,3,"[""ROJ-165""]",,,
"Matteo Marzocco","Storyborn, Hero, Alien","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/166_f74490ff985b8435cfb0332eded60745051af08a.jpg",3,false,"Stitch - Experiment 626","Character",2,"Legendary",,"SO NAUGHTY: When you play this character, each opponent
puts the top card of their deck into their inkwell facedown
and exerted.
STEALTH MODE At the start of your turn, if this card is in
your discard, you may choose and discard a card with ? to
play this character for free and he enters play exerted.",3,3,"[""ROJ-166""]",,,
"Matthew Robert Davies","Storyborn, Villain","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/167_767da596cb625d8c18ef3d11aacb85dd6c16bca1.jpg",8,true,"Ratigan - Greedy Genius","Character",4,"Legendary",,"Ward (Opponents can't choose this character
except to challenge.)
TIME RUNS OUT At the end of your turn, if you
didn't put any cards into your inkwell this turn,
banish this character.",7,6,"[""ROJ-167""]",,,
"Edu Francisco","Storyborn, Hero","Sapphire, Steel","","https://api.lorcana.ravensburger.com/images/en/set8/168_5fdb3e89478347684a933d57d1b6c27a09c9b78d.jpg",4,true,"Arthur - Determined Squire","Character",3,"Uncommon","""Do you want to be all muscle and no brain?""
-Merlin","NO MORE BOOKS: Skip your turn's Draw step.",6,6,"[""ROJ-168""]",,,
"McKay Anderson","Storyborn, Hero","Sapphire, Steel","","https://api.lorcana.ravensburger.com/images/en/set8/169_5d1b5d5ed135b36074c69448f4d1637e10308535.jpg",2,false,"Bernard - Over-Prepared","Character",1,"Uncommon","""Miss Bianca, over here! I found something!""","GO DOWN THERE AND INVESTIGATE: When you play
this character, if you have an Ally character in
play, you may draw a card.",2,2,"[""ROJ-169""]",,,
"Marcel Berg","Dreamborn, Hero, Prince","Sapphire, Steel","","https://api.lorcana.ravensburger.com/images/en/set8/170_dba86df76650ce61834383c6dc17cd1410020eb7.jpg",6,true,"Aladdin - Vigilant Guard","Character",1,"Rare",,"Bodyguard (This character may enter play exerted.
An opposing character who challenges one of your
characters must choose one with Bodyguard if able.)
SAFE PASSAGE Whenever one of your Ally characters
quests, you may remove up to 2 damage from this
character.",9,1,"[""ROJ-170""]",,,
"Hedvig H-S","Floodborn, Hero, Princess","Sapphire, Steel","","https://api.lorcana.ravensburger.com/images/en/set8/171_d709513c423116e2ef43fe17fce315a3f8452ee6.jpg",4,true,"Jasmine - Steady Strategist","Character",1,"Super Rare",,"Shift 2 (You may pay 2 {i} to play this on top of one of
your characters named Jasmine.)
ALWAYS PLANNING Whenever this character quests,
look at the top 3 cards of your deck. You may reveal
an Ally character card and put it into your hand. Put
the rest on the bottom of your deck in any order.",5,2,"[""ROJ-171""]",,,
"Anderson Mahanski","Storyborn, Ally","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/172_897318cbd3f79b0ca05b4286ab7cf263589ff0b9.jpg",2,true,"Roquefort - Lock Expert","Character",1,"Uncommon","""Jafar will never expect us to hide lore from him in
his own safe! How exciting!""","SAFEKEEPING: Whenever this character quests,
you may put chosen item into its player's inkwell
facedown and exerted.",2,2,"[""ROJ-172""]",,,
"Malia Ewart","Storyborn, Alien, Inventor","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/173_65ae3773d13e991d1e02b6db9ff5aaf083dbb72e.jpg",4,true,"Jumba Jookiba - Critical Scientist","Character",2,"Uncommon","""This little thing has a much more rudimentary
design than if I had created it. But if you were
rushing development, then this makes sense.""",,6,1,"[""ROJ-173""]",,,
"Malia Ewart","Storyborn, Ally, Inventor","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/174_8ed3bf0e61edaf2c9175aa12ab25b6e340d67cde.jpg",5,true,"Geppetto - Skilled Craftsman","Character",2,"Rare","Everything he carves is a work of art.","SEEKING INSPIRATION: Whenever this character
quests, you may choose and discard any number
of item cards to gain 1 lore for each item card
discarded this way.",4,4,"[""ROJ-174""]",,,
"Lorenza Pigliamosche / Livio Cacciatore","Song","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/175_5d72d182b00644de55a65ae26d2bd0c6470aa4fd.jpg",6,true,"Heads Held High","Action - Song",,"Rare",,"Sing Together 6 (Any number of your or your
teammates' characters with total cost 6 or more may {e}
to sing this song for free.)
Remove up to 3 damage from any number of chosen
characters. All opposing characters get -3 {s} this turn.",,,"[""ROJ-175""]",,,
"Moniek Schilder",,"Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/176_e6dd3216e5a0da1eb2c19c3c833d28f7461bc7c6.jpg",2,true,"Pouncing Practice","Action",,"Uncommon","""Check out this cool trick my dad taught me!""
-Simba","Chosen character gets -2 {s} this turn. Chosen
character of yours gains Evasive this turn. (They can
challenge characters with Evasive.)",,,"[""ROJ-176""]",,,
"Rubin Chung","Song","Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/177_4085ca9a3882b3be4ab3e05a9c175a8f22667f32.jpg",6,false,"Down in New Orleans","Action - Song",,"Super Rare",,"(A character with cost 6 or more can {e} to sing this
song for free.)
Look at the top 3 cards of your deck. You may reveal a
character, item, or location card with cost 6 or less and
play it for free. Put the rest on the bottom of your deck
in any order.",,,"[""ROJ-177""]",,,
"Mariana Moreno",,"Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/178_6c7a686e16bb45e8640d02b82f1739e3e453d0ba.jpg",3,true,"Television Set","Item",,"Common","Thunderbolt's show was one thing all the puppies could agree on.","IS IT ON YET?: {e}, 1 {i} - Look at the top card of your deck.
If it's a Puppy character card, you may reveal it and put it into
your hand. Otherwise, put it on the bottom of your deck.",,,"[""ROJ-178""]",,,
"Edgar Pasten",,"Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/179_d6211504eaef872134d689f8c3e7949d78b08ae7.jpg",3,false,"Belle's Favorite Book","Item",,"Rare","Some stories stay with you forever.","CHAPTER THREE: {e}, Banish one of your other items -
Put the top card of your deck into your inkwell
facedown and exerted.",,,"[""ROJ-179""]",,,
"Greez",,"Sapphire","","https://api.lorcana.ravensburger.com/images/en/set8/180_73a5eed582d9b98284622bba69afdce1c2315207.jpg",2,true,"Atlantean Crystal","Item",,"Rare",,"SHIELDING LIGHT: {e}, 2 {i} - Chosen character gains
Resist +2 and Support until the start of your next turn.
(Damage dealt to them is reduced by 2. Whenever
they quest, you may add their {s} to another chosen
character's {s} this turn.)",,,"[""ROJ-180""]",,,
"French Carlomagno","Storyborn, Ally","Steel","","https://api.lorcana.ravensburger.com/images/en/set8/181_701556fd427823de597b56a15f795b906d9ed865.jpg",7,true,"Atitaya - Fang General","Character",3,"Uncommon","""Spears of Fang, stand strong and tall. We are the
last line of defense and we will not fall!""",,7,7,"[""ROJ-181""]",,,
"Adam Fenton","Storyborn","Steel","","https://api.lorcana.ravensburger.com/images/en/set8/182_57b39ee3ce63e2cecf953daa3d16fc73d625332d.jpg",3,true,"Bobby - Purple Pigeon","Character",1,"Common","""You come at me, you get the beak, capisce?""","Bodyguard (This character may enter play exerted.
An opposing character who challenges one of your
characters must choose one with Bodyguard if able.)",2,4,"[""ROJ-182""]",,,
"Andrea Parisi","Dreamborn, Ally, Illusion","Steel","","https://api.lorcana.ravensburger.com/images/en/set8/183_8ea03f473205138971bfb00aad16d0e5336764b7.jpg",3,true,"Magic Carpet - Phantom Rug","Character",2,"Common",,"Vanish (When an opponent chooses this character for
an action, banish them.)
SPECTRAL FORCE Your other Illusion characters gain
Challenger +1. (They get +1 {s} while challenging.)",4,2,"[""ROJ-183""]",,,
"Jake Murphy","Storyborn, Prince","Steel","","https://api.lorcana.ravensburger.com/images/en/set8/184_a2214b78666f479bc6a60e9b57c53a79b11a8968.jpg",2,true,"Prince Achmed - Rival Suitor","Character",1,"Common","""Talk about overdressed and self-absorbed!""
-Jasmine","UNWELCOME PROPOSAL: When you play this
character, you may exert chosen Princess
character.",2,2,"[""ROJ-184""]",,,
"Adam Fenton","Storyborn, Ally, Pirate","Steel","","https://api.lorcana.ravensburger.com/images/en/set8/185_9fc1395b3d8a410c75c2c6443b5f987ab5a851d3.jpg",1,false,"Dumptruck - Karnage's Second Mate","Character",1,"Common","""Say, let me do it, Mad Dog. It's my turn.""","LET ME AT 'EM: When you play this character, you
may deal 1 damage to chosen character.",1,0,"[""ROJ-185""]",,,
"Ornella Savarese","Dreamborn, Villain, Pirate, Captain","Steel","","https://api.lorcana.ravensburger.com/images/en/set8/186_1002fc44d95f3cf307806278ac008aa39eae486b.jpg",1,true,"Captain Hook - Forceful Duelist","Character",1,"Common","""How dare you? Arm yourself, scoundrel!""","Challenger +2 (While challenging, this character
gets +2 {s}.)",2,1,"[""ROJ-186"",""TFC-174""]",,,
"Kendall Hale","Storyborn, Mentor","Steel","","https://api.lorcana.ravensburger.com/images/en/set8/187_6122c9090e5d367488b3ab77155e9a90eed85805.jpg",3,true,"General Li - Head of the Imperial Army","Character",1,"Common","""A single grain of rice can tip the scale. One man may
be the difference between victory and defeat.""
-The Emperor","Resist +1 (Damage dealt to this character is
reduced by 1.)",4,2,"[""ROJ-187""]",,,
"Ricardo Caria","Storyborn, Ally","Steel","","https://api.lorcana.ravensburger.com/images/en/set8/188_2121a33a34ffab89734e29f58a28d5939e22df18.jpg",5,true,"Monterey Jack - Defiant Protector","Character",2,"Common",,"Bodyguard (This character may enter play exerted.
An opposing character who challenges one of your
characters must choose one with Bodyguard if able.)",5,4,"[""ROJ-188""]",,,
"Rosa la Barbera / Livio Cacciatore","Storyborn, Ally, Dragon","Steel","","https://api.lorcana.ravensburger.com/images/en/set8/189_405a2b04bd88d4c91e957c7dda5b012b7892b4cc.jpg",3,true,"Genie - Satisfied Dragon","Character",1,"Common",,"BUG CATCHER: During your turn, this character
gains Evasive. (They can challenge characters
with Evasive.)",4,3,"[""ROJ-189""]",,,
"Irish Chua","Storyborn, Ally","Steel","","https://api.lorcana.ravensburger.com/images/en/set8/190_804560fc1ccb3c880e57f07bed0de7ac0e0eb647.jpg",2,true,"Toby Turtle - Wary Friend","Character",1,"Common","""This place is scarier than Prince John.""","HARD SHELL: While this character is exerted, he gains
Resist +1. (Damage dealt to them is reduced by 1.)",4,0,"[""ROJ-190""]",,,
"Carmine Pucci","Storyborn, Queen","Steel","","https://api.lorcana.ravensburger.com/images/en/set8/191_cccd06d002dee4f7acb0c0d446af91e0663abd69.jpg",5,true,"Arianna - Queen of Corona","Character",2,"Common","""In dark times, a crown is a weighty honor we
must bear with grace and courage.""",,5,5,"[""ROJ-191""]",,,
"Ian MacDonald","Storyborn, Ally","Steel","","https://api.lorcana.ravensburger.com/images/en/set8/192_574c44033adf32ba5decfb33cf4056fe042e7fa7.jpg",3,true,"Zipper - Flying Ranger","Character",1,"Uncommon",,"BEST MATES: If you have a character named
Monterey Jack in play, you pay 1 {i} less to play
this character.
BURST OF SPEED During your turn, this character
gains Evasive. (They can challenge characters
with Evasive.)",4,2,"[""ROJ-192""]",,,
"Defne T?z?m","Storyborn, Ally","Steel","","https://api.lorcana.ravensburger.com/images/en/set8/193_8fffa6e18fe2cd18109f3134a4064aae472aaeb2.jpg",4,true,"Khan - War Horse","Character",1,"Common","""When the whole world changes around you,
remember that Khan will always be the same-
steadfast and true.""
-Fa Zhou",,7,2,"[""ROJ-193""]",,,
"Cam Kendell","Storyborn","Steel","","https://api.lorcana.ravensburger.com/images/en/set8/194_18286ffb940afc8c45fd1333d611c1ef01c7490d.jpg",3,false,"Vinnie - Green Pigeon","Character",1,"Rare","""That's quite a predicament you're in. Glad it ain't me.""","LEARNING EXPERIENCE: During an opponent's turn,
whenever one of your other characters is banished,
gain 1 lore.",4,1,"[""ROJ-194""]",,,
"Carlos Luzzi","Storyborn, Ally","Steel","","https://api.lorcana.ravensburger.com/images/en/set8/195_70a43420548ef241d3629c79d782f8b53598fcc0.jpg",4,true,"Iago - Out of Reach","Character",2,"Rare","""Nice try, chumps! Too bad I'm all the way up here!""","SELF-PRESERVATION: While you have another
exerted character in play, this character can't be
challenged.",3,3,"[""ROJ-195""]",,,
"Edu Francisco","Storyborn, Villain, Alien, Pirate, Captain","Steel","","https://api.lorcana.ravensburger.com/images/en/set8/196_debca02435c4828253b7b9c0e842aaa8c17569e4.jpg",2,true,"Nathaniel Flint - Notorious Pirate","Character",2,"Rare","""Flint's secret trove was never found, but stories have
persisted that it remains hidden...""
-Narrator","PREDATORY INSTINCT: You can't play this character
unless an opposing character was damaged this turn.",3,3,"[""ROJ-196""]",,,
